dtb_sku,dtb_name,current_dtb_price,cost_of_goods,match_status,match_reasoning,lowest_confirmed_competitor_price,lowest_confirmed_competitor_source_url,proposed_new_price,resulting_margin_pct,price_change_amount
4-712,"LEVEL5 Flat Box Handle (Fixed Length) - 42""",184.02,128.81,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech flat box washer, not the LEVEL5 Flat Box Handle",,,,,
5-777,"LEVEL5 Corner Roller Handle - 50""",89.99,58.49,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated Columbia nail spotter head, not the LEVEL5 Corner Roller Handle",,,,,
CMH,Columbia Closet Monster Handle,119.76,83.83,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",113.56,https://www.alstapingtools.com/columbia-closet-monster-18-flat-box-handle/,113.56,26.18,-6.2
2.5CSF,"Columbia Combo Flusher - 2.5""",167.16,117.01,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",163.99,https://www.all-wall.com/Columbia-Combo-Flusher-25,163.99,28.65,-3.17
CR,Columbia Corner Roller,167.63,104.43,REJECTED_MISMATCH,"Competitor is a corner roller ""Head Only"" replacement part, not the complete Corner Roller tool",167.63,https://www.alstapingtools.com/columbia-corner-roller/,167.63,37.7,0.0
HNS20,Wedge,22.5,14.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",20.44,https://www.all-wall.com/Columbia-Wedge-for-Skid-Nail-Spotter,20.44,28.42,-2.06
AH1A,Spring Housing,8.0,5.20,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",12.18,https://www.all-wall.com/Columbia-Spring-Housing-Angle-Head,12.18,57.31,4.18
CF25TT,"TapeTech Direct Corner Flusher - 2.5""",114.0,70.88,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",114.0,https://www.alstapingtools.com/tapetech-2-5-direct-flusher-cf25tt/,114.0,37.82,0.0
FHTT,TapeTech Support Handle - Fiberglass,59.0,39.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",59.0,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/,59.0,33.58,0.0
XHTT,TapeTech Support Handle - Extension,179.0,122.22,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",179.0,https://www.alstapingtools.com/tapetech-extendable-interchangeable-handle-xhtt/,179.0,31.72,0.0
CF30TT,"TapeTech Direct Corner Flusher - 3""",119.0,69.08,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",119.0,https://www.alstapingtools.com/tapetech-3-direct-flusher/,119.0,41.95,0.0
76XLTT,TapeTech EasyClean® Pump - Extra Long,659.0,455.91,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",199.0,https://www.all-wall.com/TapeTech-Long-Gooseneck,199.0,-129.1,-460.0
CF35TT,"TapeTech Direct Corner Flusher - 3.5""",125.0,69.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",125.0,https://www.alstapingtools.com/tapetech-3-5-direct-flusher/,125.0,44.52,0.0
CF40TT,"TapeTech Direct Corner Flusher - 4""",129.0,72.86,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",129.0,https://www.alstapingtools.com/tapetech-4-direct-flusher-cf40tt/,129.0,43.52,0.0
TTPPS,TapeTech Pro Performance Set,6625.0,4306.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6625.0,https://www.all-wall.com/TapeTech-Pro-Performance-Tool-Set,6625.0,35.0,0.0
76TT,TapeTech EasyClean® Pump - Standard,399.0,284.93,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",399.0,https://www.alstapingtools.com/tapetech-easyclean-loading-pump-76tt/,399.0,28.59,0.0
76XLTT,TapeTech EasyClean® Pump - Extra Long,659.0,455.91,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",199.0,https://www.all-wall.com/TapeTech-Long-Gooseneck,199.0,-129.1,-460.0
8000TT,TapeTech Wizard® Compact Finishing Box Handle - Standard,109.0,55.47,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",109.0,https://www.alstapingtools.com/tapetech-wizard-flat-box-handle/,109.0,49.11,0.0
TTSFS-2,TapeTech Standard Full Set - With 2 Pumps,5357.0,3482.05,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5357.0,https://www.all-wall.com/TapeTech-Standard-Full-Drywall-Tool-Set-w-two-Pumps,5357.0,35.0,0.0
10FFBA,"Columbia Automatic Flat Box - 10""",427.19,283.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",427.99,https://www.all-wall.com/Columbia-10in-Automatic-Assist-Flat-Box,427.99,33.88,0.8
12FFBA,"Columbia Automatic Flat Box - 12""",432.6,287.07,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",432.99,https://www.all-wall.com/Columbia-12in-Automatic-Assist-Flat-Box,432.99,33.7,0.39
14FFBA,"Columbia Automatic Flat Box - 14""",438.01,289.14,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",438.01,https://www.alstapingtools.com/columbia-14-automatic-assist-drywall-flat-box/,438.01,33.99,0.0
3SF,"Columbia Standard Flusher - 3""",122.21,73.91,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",122.21,https://www.alstapingtools.com/columbia-taping-tools-3-standard-drywall-corner-flusher-with-wheels/,122.21,39.52,0.0
8FFBA,"Columbia Automatic Flat Box - 8""",421.79,281.39,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",421.99,https://www.all-wall.com/Columbia-8in-Automatic-Assist-Flat-Box,421.99,33.32,0.2
D14-22,Dura-III Adjustable - 14”-22”,400.0,281.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",385.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-14-22/,385.0,26.95,-15.0
D24-40,Dura-III Adjustable - 24”-40”,435.0,315.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",420.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-24-40/,420.0,25.0,-15.0
D38-64,Dura-III Adjustable - 38”-64”,584.0,,AMBIGUOUS_NEEDS_HUMAN_REVIEW,DTB SKU D38-64 not found in dtb_official_catalog.csv - cannot verify product identity against source catalog,,,,,
D18-30,Dura-III Adjustable - 18”-30”,415.0,298.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",415.0,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-18-30/,415.0,28.01,0.0
FHTT,TapeTech Support Handle - Fiberglass,59.0,39.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",59.0,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/,59.0,33.58,0.0
FHTT,TapeTech Support Handle - Fiberglass,59.0,39.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",59.0,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/,59.0,33.58,0.0
CFB7-7,"Door Gasket - 7""",28.5,23.27,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.16,https://www.all-wall.com/Columbia-7-inch-Angle-Box-Gasket,45.16,48.47,16.66
CMT55,"Columbia Compound Tube - 55""",232.52,153.95,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",232.99,https://www.all-wall.com/Columbia-55-Compound-Mud-Tube,232.99,33.92,0.47
7CFB,"Columbia Throttle Corner Flusher Box - 7""",313.64,210.29,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",313.64,https://www.alstapingtools.com/columbia-7-throttlebox-angle-box/,313.64,32.95,0.0
8CFB,"Columbia Throttle Corner Flusher Box - 8""",324.82,227.37,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",324.45,https://www.alstapingtools.com/columbia-8-throttlebox-angle-box/,324.45,29.92,-0.37
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT115A gasket end ring, a replacement part not the complete taper tool",,,,,
AH3-2.5,"Top Blade - 2.5""",25.0,18.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",36.34,https://www.all-wall.com/Columbia-AngleHead-Blade-25,36.34,48.49,11.34
FHTT,TapeTech Support Handle - Fiberglass,59.0,39.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",59.0,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/,59.0,33.58,0.0
42TT,"TapeTech Corner Finisher - 2.5""",399.0,271.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",389.0,https://walltools.com/tapetech-angle-head-corner-finisher-tape-40tt-42tt-45tt/,389.0,30.33,-10.0
CT24TT,"TapeTech Compound Tube - 24""",189.0,129.64,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",189.0,https://www.alstapingtools.com/tapetech-24-drywall-compound-tube-ct24tt/,189.0,31.41,0.0
CT36TT,"TapeTech Compound Tube - 36""",199.0,137.96,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",199.0,https://www.alstapingtools.com/tapetech-36-drywall-compound-tube-ct36tt/,199.0,30.67,0.0
CT42TT,"TapeTech Compound Tube - 42""",211.09,147.76,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",209.0,https://www.alstapingtools.com/tapetech-42-drywall-compound-tube-ct42tt/,209.0,29.3,-2.09
85T,TapeTech Gooseneck - Standard,105.0,74.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",105.0,https://www.alstapingtools.com/tapetech-gooseneck-adapter/,105.0,29.52,0.0
TTPSS,TapeTech Professional Starter Set,4559.0,2963.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4559.0,https://www.all-wall.com/TapeTech-Professional-Starter-Set,4559.0,35.0,0.0
XHTT,TapeTech Support Handle - Extension,179.0,122.22,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",179.0,https://www.alstapingtools.com/tapetech-extendable-interchangeable-handle-xhtt/,179.0,31.72,0.0
TTSFS,TapeTech Standard Full Set - Standard,4958.0,3222.70,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4958.0,https://www.all-wall.com/TapeTech-Standard-Full-Set,4958.0,35.0,0.0
FFB32A,Thumb Release Clip Screw,12.5,8.13,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.7,https://www.all-wall.com/Thumb-Release-Clip-Screw,1.7,-378.24,-10.8
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper maintenance kit, not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper blades maintenance kit, not the complete taper tool",,,,,
3DF,"Columbia Direct Flusher - 3""",133.02,78.82,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",130.99,https://www.all-wall.com/Columbia-DirectFlusher-3DF,130.99,39.83,-2.03
CR,Columbia Corner Roller,167.63,104.43,REJECTED_MISMATCH,"Competitor is a smaller 1.5in corner mud roller, a different/lower-cost item than the complete Corner Roller tool",167.63,https://www.alstapingtools.com/columbia-corner-roller/,167.63,37.7,0.0
CR2,Roller,12.0,7.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",20.64,https://www.all-wall.com/Columbia-RollerWheel-CR2,20.64,62.21,8.64
40XTT,"TapeTech Corner Finisher - 2""",389.0,262.50,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",389.0,https://www.alstapingtools.com/tapetech-2-angle-head-drywall-corner-finisher-40xtt/,389.0,32.52,0.0
TTPSS,TapeTech Professional Starter Set,4559.0,2963.35,REJECTED_MISMATCH,"Competitor is a standalone starter knife set (small sub-component bundle), not the complete multi-tool Professional Starter Set",4559.0,https://www.all-wall.com/TapeTech-Professional-Starter-Set,4559.0,35.0,0.0
TTPSS,TapeTech Professional Starter Set,4559.0,2963.35,REJECTED_MISMATCH,"Competitor is a standalone starter knife set (small sub-component bundle), not the complete multi-tool Professional Starter Set",4559.0,https://www.all-wall.com/TapeTech-Professional-Starter-Set,4559.0,35.0,0.0
16TT90,TapeTech Applicator Head - Inside Corner,85.43,59.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",85.0,https://www.alstapingtools.com/tapetech-90-inside-corner-mud-applicator/,85.0,29.65,-0.43
16TT,TapeTech Applicator Head - Outside Corner,85.43,59.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",85.0,https://www.alstapingtools.com/tapetech-90-outside-corner-applicator-head/,85.0,29.65,-0.43
17TT,TapeTech Corner Roller - Outside Corner,170.0,113.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",170.0,https://www.alstapingtools.com/tapetech-outside-corner-bead-roller-17tt/,170.0,33.34,0.0
4-733,"LEVEL5 Corner Finisher - 3""",406.72,284.7,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech spring, not the LEVEL5 Corner Finisher",,,,,
EZ15TT,"TapeTech EasyClean® Finishing Box - 15""",429.0,278.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.69,https://www.all-wall.com/TapeTech-WiperGasket-340026,99.69,-179.72,-329.31
10FBB,"Columbia Fat Boy Flat Box - 10""",454.23,294.51,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",448.99,https://www.all-wall.com/Columbia-FatBox-InsideTrack-10,448.99,34.41,-5.24
12FBB,"Columbia Fat Boy Flat Box - 12""",465.05,303.46,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",459.99,https://www.all-wall.com/Columbia-FatBox-InsideTrack-12,459.99,34.03,-5.06
8FBB,"Columbia Fat Boy Flat Box - 8""",443.42,285.99,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",443.42,https://www.alstapingtools.com/columbia-8-fat-boy-drywall-flat-finishing-box/,443.42,35.5,0.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT48 crimping arm left, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT49 crimping arm right, a replacement part not the complete taper tool",,,,,
BH3,Lower Mounting Bracket,32.0,20.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",35.9,https://www.all-wall.com/Lower-Mounting-Bracket,35.9,42.06,3.9
4-765,"LEVEL5 Flat Box (Standard) - 10""",388.87,272.21,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech seal holder, not the LEVEL5 Flat Box",,,,,
TTPPS,TapeTech Pro Performance Set,6625.0,4306.25,REJECTED_MISMATCH,"Competitor is the EIFS-specific Pro Performance Set (a different, much lower-cost application-specific bundle), not the full multi-tool Pro Performance Set",6625.0,https://www.all-wall.com/TapeTech-Pro-Performance-Tool-Set,6625.0,35.0,0.0
TTPSS,TapeTech Professional Starter Set,4559.0,2963.35,REJECTED_MISMATCH,"Competitor is the EIFS-specific Starter Set (a different, much lower-cost application-specific bundle), not the full multi-tool Professional Starter Set",4559.0,https://www.all-wall.com/TapeTech-Professional-Starter-Set,4559.0,35.0,0.0
BHE,"TapeTech Brakeless Box Handle - Extendable 34""-60""",305.72,214.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",299.0,https://www.alstapingtools.com/tapetech-brakeless-extendable-flat-box-handle/,299.0,28.43,-6.72
FFB32,Door Stop,3.0,1.95,AMBIGUOUS_NEEDS_HUMAN_REVIEW,"DTB catalog names this part ""Door Stop"" but the competitor listing calls the same code FFB32 a ""Thumb Release Clip"" - naming conflict suggests possible identity mismatch, needs human review",,,,,
4-734,"LEVEL5 Corner Finisher - 3.5""",416.07,291.25,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech flat head screw, not the LEVEL5 Corner Finisher",,,,,
4-772,LEVEL5 MiniShot,934.99,654.49,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech hex nut, not the LEVEL5 MiniShot",,,,,
FA245,"6-32 x 1/2"" Fillister Slot",2.15,0.41,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/632-12-Fillister-slot,1.05,60.95,-1.1
4-701,"LEVEL5 Corner Applicator - 7""",285.59,199.91,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech rear brake lever, not the LEVEL5 Corner Applicator",,,,,
4-741,LEVEL5 Compound Tube,203.84,142.69,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech blade holder assembly, not the LEVEL5 Compound Tube",,,,,
4-630,LEVEL5 The Starter Taping Set,2111.16,1477.81,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech valve disc, not the LEVEL5 Starter Taping Set",,,,,
48XTT,"TapeTech Corner Finisher - 3.5"" EasyRoll® Adjustable",448.22,313.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",429.0,https://walltools.com/tapetech-easy-roll-adjustable-angle-head-corner-finisher-tape-48tt-48xtt/,429.0,26.86,-19.22
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the Sawed-Off Predator Taper, not the Standard 53in Taper",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the Sawed-Off Taper, not the Standard 53in Taper",,,,,
4-754,"LEVEL5 Nail Spotter - 2""",271.14,189.8,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",287.09,https://walltools.com/level-5-2-in-nail-spotter-LEV5-4754/,287.09,33.89,15.95
4-755,"LEVEL5 Nail Spotter - 3""",289.84,202.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",306.89,https://walltools.com/level-5-3-in-nail-spotter-LEV5-4755/,306.89,33.89,17.05
4-707,LEVEL5 Corner Roller,152.14,106.5,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",161.09,https://walltools.com/level-5-corner-roller-LEV5-4707/,161.09,33.89,8.95
42TT,"TapeTech Corner Finisher - 2.5""",399.0,271.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",389.0,https://walltools.com/tapetech-angle-head-corner-finisher-tape-40tt-42tt-45tt/,389.0,30.33,-10.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the Predator Taper, not the Standard 53in Taper",,,,,
SAT,Columbia Semi Automatic Taper,243.34,166.26,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",243.32,https://walltools.com/columbia-semi-automatic-taper-COLM-sat/,243.32,31.67,-0.02
4-715,LEVEL5 Box Filler,67.57,47.3,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",71.54,https://walltools.com/level-5-box-filler-LEV5-4715/,71.54,33.88,3.97
4-714,LEVEL5 Gooseneck,101.14,70.8,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",107.09,https://walltools.com/level-5-gooseneck-LEV5-4714/,107.09,33.89,5.95
10FBBA,"Columbia Automatic Fat Boy Box - 10""",492.08,317.93,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",492.08,https://www.alstapingtools.com/columbia-10-automatic-assist-drywall-tool-flat-box/,492.08,35.39,0.0
AHA,Angle Head Adapter,24.87,14.56,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",24.87,https://www.alstapingtools.com/columbia-angle-head-ball-adapter/,24.87,41.46,0.0
CMH,Columbia Closet Monster Handle,119.76,83.83,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",113.56,https://www.alstapingtools.com/columbia-closet-monster-18-flat-box-handle/,113.56,26.18,-6.2
CC,Columbia Corner Cobra,401.0,245.62,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",367.7,https://walltools.com/columbia-taping-tools-corner-cobra-COLM-cc/,367.7,33.2,-33.3
8FFBA,"Columbia Automatic Flat Box - 8""",421.79,281.39,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",421.99,https://www.all-wall.com/Columbia-8in-Automatic-Assist-Flat-Box,421.99,33.32,0.2
GSR-TT,TapeTech Gooseneck Riser,13.99,6.56,REJECTED_MISMATCH,"Competitor is the full-size Gooseneck (85T), not the Gooseneck Riser (a smaller distinct accessory)",13.99,https://www.all-wall.com/TapeTech-GooseneckRiser-GSRTT,13.99,53.11,0.0
MRX01TT,TapeTech Extension,179.0,116.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",179.0,https://walltools.com/tapetech-extension-handle/,179.0,35.0,0.0
