Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Cost of goods,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: schema_brand,Meta: schema_mpn,Meta: _dtb_manufacturer_sku,Meta: _dtb_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_brand,Meta: _dtb_specs_json,Meta: _includes_0_name,Meta: _includes_0_sku,Meta: _includes_1_name,Meta: _includes_1_sku,Meta: _includes_2_name,Meta: _includes_2_sku,Meta: _includes_3_name,Meta: _includes_3_sku,Meta: _includes_4_name,Meta: _includes_4_sku,Meta: _includes_5_name,Meta: _includes_5_sku,Meta: _includes_6_name,Meta: _includes_6_sku,Meta: _includes_7_name,Meta: _includes_7_sku,Meta: _includes_8_name,Meta: _includes_8_sku,Meta: _includes_9_name,Meta: _includes_9_sku,Meta: _includes_10_name,Meta: _includes_10_sku,Meta: _includes_11_name,Meta: _includes_11_sku,Meta: _includes_12_name,Meta: _includes_12_sku,Meta: _includes_13_name,Meta: _includes_13_sku,Meta: _includes_14_name,Meta: _includes_14_sku,Meta: _includes_15_name,Meta: _includes_15_sku,Meta: _includes_16_name,Meta: _includes_16_sku,Meta: _includes_17_name,Meta: _includes_17_sku,Meta: _includes_18_name,Meta: _includes_18_sku,Meta: _includes_19_name,Meta: _includes_19_sku,Meta: _dtb_schematic_id,Meta: _dtb_schematic_category,Meta: _dtb_schematic_page,Meta: _dtb_schematic_variant,Meta: _dtb_schematic_url,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex,Slug,meta:product_family,meta:series,meta:model,Meta: _dtb_map_price
simple,MP28,,Filler Nut,1,0,visible,The Columbia Tools MP28 Filler Nut is a replacement component designed for the Columbia Hot Mud Pump.,<p>The Columbia Tools MP28 Filler Nut is a replacement component designed for use with the Columbia Hot Mud Pump. This part serves as a direct replacement for the original hardware on the pump assembly.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,12.25,7.96,Drywall Finishing Tools > Parts,"Columbia Tools, Hot Mud Pump, MP28, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mp28_01.webp,,,,,,,,,211,Columbia Tools,,,,,,Columbia Tools,MP28,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hot-mud-pump,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MP28""}, {""label"": ""Model"", ""value"": ""MP28""}, {""label"": ""Tool Groups"", ""value"": ""Hot Mud Pump""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MP28 Filler Nut | Hot Mud Pump Part,"Replace your worn or damaged hardware with the genuine Columbia Tools MP28 Filler Nut, designed specifically for the Columbia Hot Mud Pump.",Columbia MP28 Filler Nut,/product/columbia-tools-filler-nut-mp28/,,columbia-tools-filler-nut-mp28,Columbia Hot Mud Pump,Hot Mud Pump Series,MP28,
simple,MP25,,Filler Studs,1,0,visible,The Columbia Tools MP25 Filler Studs are genuine replacement parts designed for the Columbia Hot Mud Pump.,<p>The Columbia Tools MP25 Filler Studs are genuine replacement components designed for use with the Columbia Hot Mud Pump. These studs serve as essential hardware for maintaining the structural assembly of the pump unit.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,10.00,6.50,Drywall Finishing Tools > Parts,"Columbia Tools, Hot Mud Pump, MP25, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mp25_01.webp,,,,,,,,,210,Columbia Tools,,,,,,Columbia Tools,MP25,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hot-mud-pump,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MP25""}, {""label"": ""Model"", ""value"": ""MP25""}, {""label"": ""Tool Groups"", ""value"": ""Hot Mud Pump""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MP25 Filler Studs for Hot Mud Pump,Genuine Columbia Tools MP25 Filler Studs for Hot Mud Pump maintenance and repair. Ensure proper assembly with authentic OEM replacement hardware.,Columbia MP25 filler studs,/product/columbia-tools-filler-studs-mp25/,,columbia-mp25-filler-studs,Columbia Hot Mud Pump Parts,Hot Mud Pump,MP25,
simple,MP2,,Foot Valve Casting,1,0,visible,The Columbia Tools MP2 Foot Valve Casting is a replacement part designed for the Columbia Hot Mud Pump.,<p>The Columbia Tools MP2 Foot Valve Casting is a replacement component designed for use with the Columbia Hot Mud Pump. This part serves as a direct replacement for the original foot valve casting in the pump assembly.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,29.00,18.85,Drywall Finishing Tools > Parts,"Columbia Tools, Hot Mud Pump, MP2, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mp2_01.webp,,,,,,,,,197,Columbia Tools,,,,,,Columbia Tools,MP2,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hot-mud-pump,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MP2""}, {""label"": ""Model"", ""value"": ""MP2""}, {""label"": ""Tool Groups"", ""value"": ""Hot Mud Pump""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MP2 Foot Valve Casting | Hot Mud Pump Part,"Replace your worn foot valve with the genuine Columbia Tools MP2 Foot Valve Casting, designed specifically for the Columbia Hot Mud Pump.",Columbia MP2 foot valve,/product/columbia-tools-foot-valve-casting-mp2/,,columbia-tools-mp2-foot-valve-casting,Columbia Hot Mud Pump,Repair Parts,MP2,
simple,AH5,,Frame Retainer Clip,1,0,visible,The Columbia Tools AH5 Frame Retainer Clip is a genuine replacement part designed to secure internal components within Columbia Angle Heads.,<p>The Columbia Tools AH5 Frame Retainer Clip is a replacement component designed for use with Columbia Angle Heads. This clip secures internal components within the angle head assembly to maintain proper alignment and mechanical function during drywall finishing tasks.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,2.00,1.30,Drywall Finishing Tools > Parts,"AH5, Angle Head, Columbia Tools, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah5_01.webp,,,,,,,,,159,Columbia Tools,,,,,,Columbia Tools,AH5,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-angle-head,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""AH5""}, {""label"": ""Model"", ""value"": ""AH5""}, {""label"": ""Tool Groups"", ""value"": ""Angle Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools AH5 Frame Retainer Clip | Angle Head Part,Genuine Columbia Tools AH5 Frame Retainer Clip for drywall angle heads. Secure replacement part for maintaining tool alignment and assembly.,Columbia AH5 Frame Retainer Clip,/product/columbia-tools-frame-retainer-clip-ah5/,,columbia-tools-ah5-frame-retainer-clip,Columbia Angle Head Parts,Angle Head Components,AH5,
simple,AH6A,,Funnel Retainer Clip,1,0,visible,The Columbia Tools AH6A Funnel Retainer Clip is a replacement part designed to secure the funnel assembly on Columbia Angle Head tools.,<p>The Columbia Tools AH6A Funnel Retainer Clip is a replacement component designed for use with Columbia Angle Head drywall finishing tools. This clip is used to secure the funnel assembly during operation.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,19.00,12.03,Drywall Finishing Tools > Parts,"AH6A, Angle Head, Columbia Tools, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah6a_01.webp,,,,,,,,,160,Columbia Tools,,,,,,Columbia Tools,AH6A,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-angle-head,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""AH6A""}, {""label"": ""Model"", ""value"": ""AH6A""}, {""label"": ""Tool Groups"", ""value"": ""Angle Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools AH6A Funnel Retainer Clip,"Replace your worn funnel retainer clip with the genuine Columbia Tools AH6A, designed for secure fitment on Columbia Angle Head drywall finishing tools.",Columbia AH6A,/product/columbia-tools-funnel-retainer-clip-ah6a/,,columbia-tools-funnel-retainer-clip-ah6a,Columbia Angle Head,Columbia Parts,AH6A,
simple,MH21,,Grip Adjuster Housing,1,0,visible,"The Columbia Tools MH21 Grip Adjuster Housing is a replacement component designed for the Matrix Handle series, facilitating the handle&#39;s grip adjustment mechanism.","<p>The Columbia Tools MH21 Grip Adjuster Housing is a replacement component designed for the Matrix Handle series. This assembly serves as the housing for the grip adjustment mechanism, facilitating the adjustment function of the handle.</p><h3>Compatibility</h3><ul><li>Columbia Tools Matrix Handle series</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,21.95,4.40,Drywall Finishing Tools > Parts,"Columbia Tools, Matrix Handle, MH21, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mh21_01.webp,,,,,,,,,269,Columbia Tools,,,,,,Columbia Tools,MH21,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-matrix-handle,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MH21""}, {""label"": ""Model"", ""value"": ""MH21""}, {""label"": ""Tool Groups"", ""value"": ""Matrix Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MH21 Grip Adjuster Housing,"Replace your worn grip adjuster housing with the genuine Columbia Tools MH21 component, designed for use with the Matrix Handle series.",Columbia MH21 Grip Adjuster Housing,/product/columbia-tools-grip-adjuster-housing-mh21/,,columbia-grip-adjuster-housing-mh21,Columbia Matrix Handle Parts,Matrix Handle,MH21,
simple,MH23,,Grip Adjusting Fastener,1,0,visible,The Columbia Tools MH23 Grip Adjusting Fastener is a replacement part designed for the Columbia Matrix Handle series.,"<p>The Columbia Tools MH23 Grip Adjusting Fastener is a replacement component designed for use with the Columbia Matrix Handle series. This fastener serves as a direct replacement for the original hardware, maintaining the intended grip adjustment functionality of the handle.</p>",,,taxable,,1,,,0,0,,,,,1,,,11.00,7.15,Drywall Finishing Tools > Parts,"Columbia Tools, Matrix Handle, MH23, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mh23_01.webp,,,,,,,,,271,Columbia Tools,,,,,,Columbia Tools,MH23,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-matrix-handle,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MH23""}, {""label"": ""Model"", ""value"": ""MH23""}, {""label"": ""Tool Groups"", ""value"": ""Matrix Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MH23 Grip Adjusting Fastener | Matrix Handle,Replace worn hardware on your Columbia Matrix Handle with the MH23 Grip Adjusting Fastener. Genuine Columbia Tools replacement part.,Columbia MH23,/product/columbia-tools-grip-adjusting-fastener-mh23/,,columbia-mh23-grip-adjusting-fastener,Columbia Matrix Handle,Matrix Handle Series,MH23,
simple,MH22,,Grip Adjustment Pin,1,0,visible,The Columbia Tools MH22 Grip Adjustment Pin is a replacement part designed for use with the Columbia Matrix Handle series.,<p>The Columbia Tools MH22 Grip Adjustment Pin is a replacement component designed for the Columbia Matrix Handle series. This pin serves as a direct replacement part to maintain the grip adjustment functionality of the handle during drywall finishing applications.</p>,,,taxable,,1,,,0,0,,,,,1,,,11.00,7.15,Drywall Finishing Tools > Parts,"Columbia Tools, Matrix Handle, MH22, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mh22_01.webp,,,,,,,,,270,Columbia Tools,,,,,,Columbia Tools,MH22,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-matrix-handle,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""MH22""}, {""label"": ""Model"", ""value"": ""MH22""}, {""label"": ""Tool Groups"", ""value"": ""Matrix Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools MH22 Grip Adjustment Pin for Matrix Handle,"Replace your worn grip adjustment pin with the genuine Columbia Tools MH22, designed specifically for the Columbia Matrix Handle series.",Columbia MH22 Grip Adjustment Pin,/product/columbia-tools-grip-adjustment-pin-mh22/,,columbia-tools-mh22-grip-adjustment-pin,Columbia Matrix Handle,Matrix Series,MH22,
simple,HH15,,Grip Sleeve Octagon,1,0,visible,"The Columbia Tools HH15 Grip Sleeve is a replacement part for the Hydra-Reach Box Handle, featuring an octagonal profile for improved grip.",<p>The Columbia Tools HH15 Grip Sleeve is a replacement component designed for the Hydra-Reach Box Handle. This sleeve features an octagonal profile to assist with grip and control during drywall finishing applications.</p>,,,taxable,,1,,,0,0,,,,,1,,,15.00,9.75,Drywall Finishing Tools > Parts,"Columbia Tools, HH15, Hydra-Reach Box Handle, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hh15_01.webp,,,,,,,,,346,Columbia Tools,,,,,,Columbia Tools,HH15,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hydra-reach-box-handle,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""HH15""}, {""label"": ""Model"", ""value"": ""HH15""}, {""label"": ""Tool Groups"", ""value"": ""Hydra-Reach Box Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools HH15 Octagonal Grip Sleeve | Hydra-Reach,Replace your worn grip on the Columbia Hydra-Reach Box Handle with the genuine HH15 octagonal sleeve for improved control.,Columbia HH15 grip sleeve,/product/columbia-tools-grip-sleeve-octagon-hh15/,,columbia-tools-grip-sleeve-octagon-hh15,Columbia Hydra-Reach Parts,Hydra-Reach,HH15,
simple,CT115,,Guard Ring,1,0,visible,The Columbia Tools CT115 Guard Ring is a replacement part designed for the Columbia Automatic Taper Body.,<p>The Columbia Tools CT115 Guard Ring is a replacement component designed for use with the Columbia Automatic Taper Body. This part is manufactured to original equipment specifications to ensure proper fit and function within the taper assembly.</p>,,,taxable,,1,,,0,0,,,,,1,,,20.00,11.64,Drywall Finishing Tools > Parts,"Automatic Taper Body, Columbia Tools, CT115, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ct115_01.webp,,,,,,,,,298,Columbia Tools,,,,,,Columbia Tools,CT115,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-body,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT115""}, {""label"": ""Model"", ""value"": ""CT115""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Body""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools CT115 Guard Ring | Automatic Taper Part,Replace a worn guard ring on your Columbia Automatic Taper with the genuine CT115 component. Designed for a precise fit in the taper body assembly.,Columbia CT115 Guard Ring,/product/columbia-tools-automatic-taper-guard-ring-ct115/,,columbia-tools-automatic-taper-guard-ring-ct115,Columbia Automatic Taper,Automatic Taper Body,CT115,
simple,CT58,,Guide Rod Bushing,1,0,visible,The Columbia Tools CT58 Guide Rod Bushing is a replacement part designed for the automatic taper head to maintain guide rod alignment.,<p>The Columbia Tools CT58 Guide Rod Bushing is a replacement component designed for the automatic taper head. This part serves as a direct replacement for worn bushings to maintain the alignment and movement of the guide rod assembly within the tool.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,8.00,4.67,Drywall Finishing Tools > Parts,"Automatic Taper Head, Columbia Tools, CT58, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ct58_01.webp,,,,,,,,,88,Columbia Tools,,,,,,Columbia Tools,CT58,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT58""}, {""label"": ""Model"", ""value"": ""CT58""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools CT58 Guide Rod Bushing | Taper Repair Part,Replace worn components with the Columbia Tools CT58 Guide Rod Bushing. Designed for automatic taper heads to ensure proper guide rod alignment.,Columbia Tools CT58,/product/columbia-tools-guide-rod-bushing-ct58/,,columbia-tools-ct58-guide-rod-bushing,Columbia Automatic Taper Parts,Automatic Taper Head,CT58,
simple,CT126,,Hand Grip Body,1,0,visible,The Columbia Tools CT126 Hand Grip Body is a replacement component designed for the Columbia Automatic Taper.,<p>The Columbia Tools CT126 Hand Grip Body is a replacement component designed for use with Columbia Automatic Tapers. This part serves as a direct replacement for the grip assembly on the automatic taper body.</p>,,,taxable,,1,,,0,0,,,,,1,,,66.00,42.90,Drywall Finishing Tools > Parts,"Automatic Taper Body, Columbia Tools, CT126, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ct126_01.webp,,,,,,,,,306,Columbia Tools,,,,,,Columbia Tools,CT126,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-body,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT126""}, {""label"": ""Model"", ""value"": ""CT126""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Body""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools CT126 Hand Grip Body | Automatic Taper Part,Replace a worn grip on your Columbia Automatic Taper with the genuine CT126 Hand Grip Body. Designed for a precise fit on Columbia taper bodies.,Columbia CT126,/product/columbia-tools-hand-grip-body-ct126/,,columbia-tools-hand-grip-body-ct126,Automatic Taper Parts,Columbia Automatic Taper Body,CT126,
simple,CT124,,Hand Grip Guard Ring,1,0,visible,The Columbia Tools Hand Grip Guard Ring (CT124) is a replacement part designed for use with the Automatic Taper Body.,<p>The Columbia Tools Hand Grip Guard Ring (CT124) is a replacement component designed for the Automatic Taper Body. This part serves as a direct replacement for the specified automatic taper assembly.</p>,,,taxable,,1,,,0,0,,,,,1,,,20.00,13.00,Drywall Finishing Tools > Parts,"Automatic Taper Body, Columbia Tools, CT124, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ct124_01.webp,,,,,,,,,303,Columbia Tools,,,,,,Columbia Tools,CT124,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-body,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT124""}, {""label"": ""Model"", ""value"": ""CT124""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Body""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools Hand Grip Guard Ring (CT124),Replacement Hand Grip Guard Ring (CT124) for Columbia Tools Automatic Taper Body. Genuine replacement part.,Columbia Tools CT124,/product/columbia-tools-hand-grip-guard-ring-ct124/,,columbia-tools-hand-grip-guard-ring-ct124,Columbia Automatic Taper Parts,Automatic Taper Body,CT124,
simple,HNS12,,Handle Clamp,1,0,visible,The Columbia Tools HNS12 Handle Clamp is a replacement component designed for the Hinged Nailspotter series to secure the handle assembly.,"<p>The Columbia Tools HNS12 Handle Clamp is a replacement component designed for use with the Hinged Nailspotter series. This part functions to secure the handle assembly to the tool, maintaining the connection required for standard operation.</p><h3>Features</h3><ul><li>Compatible with Columbia Hinged Nailspotter series</li><li>Genuine Columbia Tools replacement part</li></ul>",,,taxable,,1,,,0,0,0.01,,,,1,,,17.00,11.05,Drywall Finishing Tools > Parts,"Columbia Tools, Hinged Nailspotter, HNS12, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hns12_01.webp,,,,,,,,,226,Columbia Tools,,,,,,Columbia Tools,HNS12,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hinged-nailspotter,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""HNS12""}, {""label"": ""Model"", ""value"": ""HNS12""}, {""label"": ""Tool Groups"", ""value"": ""Hinged Nailspotter""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia HNS12 Handle Clamp for Hinged Nailspotter,Genuine Columbia Tools HNS12 handle clamp for Hinged Nailspotter drywall finishing tools.,Columbia HNS12,/product/columbia-tools-handle-clamp-hns12/,,columbia-hns12-handle-clamp,Nailspotter Parts,Hinged Nailspotter,HNS12,
simple,CR11,,Handle Connecting Link,1,0,visible,The Columbia Tools CR11 Handle Connecting Link is a replacement component designed for use with Columbia Corner Rollers.,<p>The Columbia Tools CR11 Handle Connecting Link is a replacement component designed for use with Columbia Corner Rollers. This part serves as the mechanical bridge between the tool handle and the roller head assembly.</p><h3>Features</h3><ul><li>Genuine Columbia Tools replacement part</li><li>Compatible with Columbia Corner Roller models</li><li>Facilitates handle-to-head connection</li></ul>,,,taxable,,1,,,0,0,0.01,,,,1,,,18.95,12.32,Drywall Finishing Tools > Parts,"Columbia Tools, Corner Roller, CR11, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cr11_01.webp,,,,,,,,,359,Columbia Tools,,,,,,Columbia Tools,CR11,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-corner-roller,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CR11""}, {""label"": ""Model"", ""value"": ""CR11""}, {""label"": ""Tool Groups"", ""value"": ""Corner Roller""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools CR11 Handle Connecting Link,Replace a worn handle connection on your Columbia Corner Roller with the genuine CR11 Handle Connecting Link.,Columbia CR11 Handle Connecting Link,/product/columbia-tools-handle-connecting-link-cr11/,,columbia-tools-cr11-handle-connecting-link,Corner Roller Parts,Columbia Corner Roller,CR11,
